old_file	old_name	new_name	new_file	kind	refs	note
ops/direction/average.py	block_average	(inline)	ops/direction/average.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is average_directions
ops/direction/classify.py	block_classify	(inline)	ops/direction/classify.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is classify_vectors
ops/direction/classify.py	from_classification	fit_probe	ops/direction/classify.py	function	0	the mechanism: a linear probe per space — one of four fit_* mechanisms
ops/direction/decompose.py	block_from_pca	(inline)	ops/direction/decompose.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is decompose_vectors
ops/direction/decompose.py	from_pca	fit_component	ops/direction/decompose.py	function	0	the mechanism: one principal component
ops/direction/fit.py	block_from_vectors	(inline)	ops/direction/fit.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is fit_direction
ops/direction/fit.py	from_vectors	fit_mean_difference	ops/direction/fit.py	function	0	the mechanism: centroid(positive) - centroid(negative)
ops/direction/normalize.py	block_normalize	(inline)	ops/direction/normalize.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is normalize_direction
ops/direction/orthogonalize.py	block_orthogonalize	(inline)	ops/direction/orthogonalize.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is orthogonalize_direction
ops/direction/project.py	block_project	(inline)	ops/direction/project.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is project_vectors
ops/direction/regress.py	_number_at	_read_number	ops/direction/regress.py	function	0	
ops/direction/regress.py	block_from_regression	(inline)	ops/direction/regress.py	function	0	(inline) one-line pass-through from run: run now calls the mechanism directly. The name it would have taken is regress_vectors
ops/direction/regress.py	from_regression	fit_regression	ops/direction/regress.py	function	0	the mechanism: ridge regression
ops/direction/unembed.py	vocab_projection	unembed_direction	ops/direction/unembed.py	function	0	unembed is the operation's own verb
ops/eval/benchmark.py	suite_metric_records	build_metric_records	ops/eval/benchmark.py	function	0	
ops/eval/expect.py	eval_expectation	check_expectations	ops/eval/expect.py	function	0	
ops/eval/judge.py	coords_of	read_subject_coords	ops/eval/judge.py	function	0	one of four coords_of; this one reads the judged subject's
ops/geometry/compare.py	_geometry_similarity	(delete)	ops/geometry/compare.py	function	0	(delete) dead: run -> _geometry_similarity -> geometry_similarity, and its body still held the move's stray pass statement. run now calls compare_geometry directly
ops/geometry/compare.py	geometry_similarity	compare_geometry	ops/geometry/compare.py	function	0	the operation is geometry/compare
ops/geometry/compare.py	separation	score_separation	ops/geometry/compare.py	function	0	
ops/geometry/span.py	_distance_of	_read_distance_matrix	ops/geometry/span.py	function	0	
ops/geometry/span.py	minimum_spanning_tree	grow_minimum_spanning_tree	ops/geometry/span.py	function	0	grow, from its own docstring (Prim's, in the order the tree grew) — so it does not read like build_span_trees, the op mechanism that calls it
ops/geometry/span.py	mst	build_span_trees	ops/geometry/span.py	function	0	the op mechanism: one tree per group; see grow_minimum_spanning_tree above
ops/geometry/span.py	tree_stats	measure_tree	ops/geometry/span.py	function	0	
ops/intervene/ablate_layers.py	_ablation_points	_resolve_ablation_points	ops/intervene/ablate_layers.py	function	0	
ops/intervene/apply.py	_hook_space	_parse_hook_name	ops/intervene/apply.py	function	0	
ops/intervene/apply.py	_order	_walk_cells	ops/intervene/apply.py	function	0	a generator of (record, cell) pairs, weight edits in scope
ops/intervene/patch.py	_attribution_grid	_compute_attribution_grid	ops/intervene/patch.py	function	0	
ops/intervene/patch.py	_last_logits	_read_last_logits	ops/intervene/patch.py	function	0	near-twin of interp/read_last_logp (logits, not log-probabilities); worth checking whether one of the two can go
ops/intervene/path.py	_frozen	_freeze_off_path	ops/intervene/path.py	function	0	it holds everything NOT on the path at its clean value; named outside the package only by tests — the underscore is still true, so it is renamed for its verb, not for its underscore
ops/intervene/path.py	_head_writer	_make_head_writer	ops/intervene/path.py	function	0	make is the house verb for a function that returns a callable
ops/intervene/path.py	_senders	_collect_senders	ops/intervene/path.py	function	0	named outside the package only by tests — the underscore is still true, so it is renamed for its verb, not for its underscore
ops/logits/attribute.py	logit_attribution	attribute_logits	ops/logits/attribute.py	function	0	the operation is logits/attribute
ops/logits/scan.py	lens_positions	scan_positions	ops/logits/scan.py	function	0	the operation is logits/scan
ops/records/contrast.py	_field_of	_read_field	ops/records/contrast.py	function	0	
ops/records/cross.py	_factor_levels	_materialize_levels	ops/records/cross.py	function	0	materialize is the docstring's own word
ops/records/cross.py	factor_cross	cross_factors	ops/records/cross.py	function	0	the operation is records/cross
ops/records/fill.py	template	fill_templates	ops/records/fill.py	function	0	the operation is records/fill
ops/records/plot.py	_layer_axis_from	_read_layer_axis	ops/records/plot.py	function	0	
ops/records/plot.py	viz_spec	build_chart	ops/records/plot.py	function	0	the kind it emits is records/chart; viz is not a word this codebase uses
ops/records/select.py	_selected	_select_items	ops/records/select.py	function	0	
ops/records/subtract.py	paired_delta	subtract_baseline	ops/records/subtract.py	function	0	the operation is records/subtract, and the baseline is what it subtracts
ops/records/summarize.py	summary_rows	summarize_groups	ops/records/summarize.py	function	0	
ops/records/tabulate.py	table_from_records	tabulate_records	ops/records/tabulate.py	function	0	
ops/records/union.py	_shared_item_kind	_resolve_shared_kind	ops/records/union.py	function	0	
ops/text/extend.py	transcript_item	build_transcript_item	ops/text/extend.py	function	0	
ops/text/measure.py	_vocabulary_of	_read_vocabulary	ops/text/measure.py	function	0	
ops/text/measure.py	_words_of	_split_words	ops/text/measure.py	function	0	
ops/text/measure.py	text_stats	measure_texts	ops/text/measure.py	function	0	the operation is text/measure
ops/text/render.py	_shown	_show_thinking	ops/text/render.py	function	0	
ops/text/render.py	_words	_count_words	ops/text/render.py	function	0	
ops/text/render.py	windowed	apply_window	ops/text/render.py	function	0	returns (kept, dropped) under a window policy
ops/text/tokenize.py	_items_of	_read_strings	ops/text/tokenize.py	function	0	
ops/text/tokenize.py	_script_of	_classify_char	ops/text/tokenize.py	function	0	
ops/text/tokenize.py	block	measure_model_tokenizer	ops/text/tokenize.py	function	0	block is the retired word for run; this one takes the BOUND model and hands its tokenizer to measure_tokenizer
ops/text/tokenize.py	tokenizer_stats	measure_tokenizer	ops/text/tokenize.py	function	0	the measurement itself, over a tokenizer object
ops/tools/calc.py	calc	calculate	ops/tools/calc.py	function	0	the verb form of the operation's own name
ops/tools/lookup.py	bench_lookup	fetch_bench_object	ops/tools/lookup.py	function	0	the docstring's own words
ops/trajectory/capture.py	_coords_of	_read_record_coords	ops/trajectory/capture.py	function	0	same body as interp/read_record_coords; a later task should decide whether both are needed
ops/trajectory/capture.py	_projected	_project_row	ops/trajectory/capture.py	function	0	
ops/trajectory/capture.py	_row	_build_point	ops/trajectory/capture.py	function	0	it builds one trajectory/point
ops/trajectory/capture.py	_vocab	_unembed_vector	ops/trajectory/capture.py	function	0	unembed is the house verb
ops/weights/capture.py	parameter_stats	measure_parameter	ops/weights/capture.py	function	0	
ops/weights/circuit.py	head_circuits	read_head_circuits	ops/weights/circuit.py	function	0	read: no forward pass, only weights
protocol/tokenizer_id.py	_tokenizer_id	read_tokenizer_id	protocol/read_tokenizer_id.py	function	2	
protocol/wire_model.py	_wire_model	serialize_model	protocol/serialize_model.py	function	1	with serialize_spec and serialize_params: one verb for the three wire forms
protocol/wire_params.py	_wire_params	serialize_params	protocol/serialize_params.py	function	1	with serialize_spec and serialize_model: one verb for the three wire forms
providers/budget.py	budget_from	build_budget	providers/budget.py	function	2	the class and the function that builds it
reduce/block_of.py	_block_of	(delete)	reduce/block_of.py	function	0	(delete) nothing calls it: the only mention was the reduce/__init__.py re-export, and a stale comment in tests/test_block_params.py. File and re-export removed
reduce/monoid_for.py	monoid_for	find_monoid	reduce/find_monoid.py	function	2	
sandbox_session.py	_TOOL_DEFS	TOOL_DEFS	sandbox_session.py	constant	1	constant: only the underscore goes
tools/as_text.py	_as_text	coerce_text	tools/coerce_text.py	function	1	coerce, as in coerce_array
tools/toolbox_from.py	toolbox_from	build_toolbox	tools/build_toolbox.py	function	1	see chat/open_toolbox, which is not this
trajectory/header.py	_header	read_header	trajectory/read_header.py	function	2	
trajectory/rows.py	_rows	read_points	trajectory/read_points.py	function	3	not read_items: blocks/read_items already has that name and three files import both; a trajectory's items are trajectory/point
trajectory/trajectory_of.py	_trajectory_of	read_trajectory	trajectory/read_trajectory.py	function	3	
transcript/transcripts.py	_transcripts	read_transcripts	transcript/read_transcripts.py	function	2	
weights/constants.py	_SCOPE	MODEL_SCOPE	weights/constants.py	constant	2	constant: SCOPE alone would be vague once public, so it says what it scopes
weights/coords_of.py	_coords_of	parse_parameter_coords	weights/parse_parameter_coords.py	function	3	one of four coords_of; this one parses a parameter NAME
weights/direction_of.py	_direction_of	read_direction	weights/read_direction.py	function	1	
weights/effective_rank.py	effective_rank	compute_effective_rank	weights/compute_effective_rank.py	function	2	
weights/module_of.py	_module_of	resolve_module	weights/resolve_module.py	function	2	returns (module, attribute) for a parameter name
weights/parameter_names.py	parameter_names	read_parameters	weights/read_parameters.py	function	3	it returns {name: tensor}, not names
weights/pattern.py	_pattern	compile_point_pattern	weights/compile_point_pattern.py	function	1	
weights/project_out.py	_project_out	project_out	weights/project_out.py	function	1	already a verb phrase; only the underscore goes
weights/truncate.py	_truncate	truncate	weights/truncate.py	function	1	already a verb phrase; only the underscore goes
